codice,posizione,specie,varieta,alias,associazione,cod_loc,dimensionamento,dimensioni,qualita,data_ins,data_acq,mod_acq,acquisito_da,costo,luogo_acq,scambiato_per,note,referenza,descrizione,fluor_lw,fluor_sw,radioattivo,tl
619,C08,Pararealgar,-,-,Realgar,Thuras_01,Tipo 1,-,C,26/02/2010,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
620,undefined,Hetaerolite,-,-,Calcophanite,Precaucion_01,Tipo 1,-,A,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
621,C08,Kalsilite,-,-,Apatite-(CaF),Vispi_01,Tipo 1,-,A,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
622,C08,Ranciéite,-,-,-,Siresol_01,Tipo 1,-,C,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
623,C08,Stillwellite-(Ce),-,-,-,Vetralla_02,Tipo 1,-,A,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
624,C08,Humite,-,-,-,San_Vito_01,Tipo 1,-,A,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
625,undefined,Diopside,Giallo,-,-,San_Vito_01,undefined,-,---,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
626,C08,Scorodite,-,-,-,Cavallaria_01,Tipo 1,-,B,26/02/2010,21/02/2010,Scambiato,Piero Brizio,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
627,C08,Cuspidine,-,-,-,San_Vito_01,Tipo 1,-,A,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
628,C08,Clinohumite,-,-,-,San_Vito_01,Tipo 4,-,A,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
629,undefined,Mottanaite-(Ce),-,-,Vonsenite,Cavalluccio_01,undefined,-,---,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
630,undefined,Nsutite,-,-,Benycarite - Phosphosiderite,Folgosinho_01,undefined,-,---,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
631,C09,Anorthite,-,-,-,San_Vito_01,Tipo 4,-,A,26/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
632,C09,Cassagnaite,-,-,-,Cassagna_01,Tipo 1,-,A,28/03/2010,03/03/2010,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
633,C09,Vivianite,-,-,Pyrite - arsenopyrite,Montoso_03,Tipo 4,-,A,28/03/2010,03/03/2010,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
634,C09,Zircon,-,-,Vesuviana,Fubina_01,Tipo 4,-,A,28/03/2010,03/03/2010,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
635,C09,Tiragalloite,-,-,-,Case_Berge_01,Tipo 4,-,B,28/03/2010,03/03/2010,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
636,C09,Hellandite-(Y),-,-,-,Luserna_01,Tipo 4,-,A,28/03/2010,03/03/2010,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
637,C09,Fluorite,-,-,-,Cacciano_01,Tipo 1,-,A,28/03/2010,22/01/2010,Donato,Silvano Rolando,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
638,C09,Copiapite,-,-,pickeringite,Servette_01,Tipo 32h,-,B,28/03/2010,22/01/2010,Donato,Silvano Rolando,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
639,C09,Schorl,-,-,Muscovite,Piona_01,Tipo 4,-,B,28/03/2010,03/03/2010,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
640,C09,Mottanaite-(Ce),-,-,Vonsenite - zircon,Cavalluccio_01,Tipo 1,-,B,28/03/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
641,C09,Elpidite,-,-,-,Poudrette_01,Tipo 1,-,A,28/03/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
642,C09,Nontronite,-,-,-,Cervandone_01,Tipo 32h,-,B,13/04/2010,11/04/2010,Scambiato,Marco Poli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
643,C09,Perrierite-(Ce),-,-,-,Bassano_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
644,C09,Bariopharmacosiderite,SOSTITUIRE!!!,-,-,Grube_01,Tipo 32h,-,---,13/04/2010,11/04/2010,Scambiato,Sergio Pegoraro,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
645,C09,Hemimorphite,-,-,Hydrozincite,Zorzone_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
646,C09,Onoratoite,-,-,-,Cetine_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
647,C09,Anglesite,-,-,Linarite,Trisa_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
648,C09,Eudialyte,-,-,-,Hilaire_01,Tipo 32h,-,B,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
649,C09,Thorite,-,-,Epitassia su zircone,Bassano_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
650,C09,Thorite,-,-,Zircone rosa,Bassano_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
651,C09,Cryolite,-,-,-,Poudrette_01,Tipo 32h,-,B,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
652,C09,Sérandite,-,-,-,Poudrette_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
653,C09,Hingganite-(Y),-,-,-,Poudrette_01,Tipo 32h,-,B,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
654,C09,Tenorite,-,-,con cotunnite?,Somma_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
655,C09,Sodalite,-,-,-,Eifel_03,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
656,C09,L?venite,-,-,-,Somma_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
657,C09,Montesommaite,-,-,-,Novella_01,Tipo 1,-,A,13/04/2010,01/01/2022,Scambiato,Luca Ceccantini,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,1
658,C09,Minyulite,-,-,-,Pereta_01,Tipo 1,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
659,C09,Tephroite,-,-,-,Gambatesa_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Ignazio,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
660,C09,Saléeite,-,-,-,Arcu_01,Tipo 32h,-,AA,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
661,C09,Spangolite,-,-,Scoria?,Fucinaia_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
662,C09,Smithsonite,-,-,-,Monteponi_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
663,C09,Malachite,-,-,-,Elba_02,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
664,C09,Zippeite,-,-,-,Grants_01,Tipo 32h,-,B,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
665,C09,Pumpellyite-(Mg),-,-,-,Pastina_01,Tipo 1,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
666,C09,Phosphuranylite,-,-,-,Arcu_01,Tipo 1,-,A,13/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
667,C09,Ludwigite,-,-,-,Corcolle_01,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
668,C09,Chabazite-Na,-,-,-,Aci_Castello_01,Tipo 1,-,A,13/04/2010,17/09/2023,Scambiato,Luigi Chiappino,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
669,C09,Phillipsite-Na,-,-,-,Aci_Castello_01,Tipo 1,-,A,13/04/2010,17/09/2023,Scambiato,Luigi Chiappino,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
670,C09,Roedderite,-,-,-,Eifel_04,Tipo 32h,-,A,13/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
671,C09,Purpurite,-,-,-,Sandamap_01,Tipo 4,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
672,C09,Makatite,-,-,Aegirina - villiaumite,Aris_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
673,C09,Shattuckite,-,-,-,Omaue_01,Tipo 4,-,B,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
674,C09,Sazhinite-(Ce),-,-,Polylithionite,Aris_01,Tipo 4,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
675,C09,Ellingsenite,-,-,Aegirina - tuperssuatsiaite - villiaumite,Aris_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
676,C09,Kolbeckite,-,-,-,Colmè_01,Tipo 1,-,AA,14/04/2010,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
677,C09,Labuntsovite-Mn,-,-,Aegirina,Aris_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
678,C09,Tsepinite-Na,-,-,Aegirina - labuntsovite-Mn,Aris_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
679,C09,Arisite-(La),-,-,Aegirina - arisite-Ce - tuperssuatsiaite,Aris_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
680,C09,Arisite-(Ce),-,-,Aegirina - arisite-La - tuperssuatsiaite - zakharovite-Fe,Aris_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
681,C09,Richterite,-,-,-,Cerchiara_01,Tipo 4,-,C,14/04/2010,11/04/2010,Scambiato,Ignazio,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
682,C09,Hausmannite,-,-,-,Gambatesa_01,Tipo 4,-,B,14/04/2010,11/04/2010,Scambiato,Ignazio,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
683,C09,Domeykite,-,-,-,Montenero_02,Tipo 1,-,B,14/04/2010,11/04/2010,Scambiato,Ignazio,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
684,C09,Manganite,-,-,-,Cerchiara_01,Tipo 1,-,B,14/04/2010,11/04/2010,Scambiato,Ignazio,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
685,C09,Barahonaite-(Fe),-,-,-,Pastrana_01,Tipo 1,-,B,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
686,vetrina,Carlosturanite,-,-,-,Auriol_01,undefined,-,---,22/04/2010,21/04/2010,Donato,Vincenzo Maletto,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
687,C09,Erionite-K,-,-,-,Giants_Causeway_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
688,C09,Phillipsite-K,-,-,-,Fittà_01,Tipo 4,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
689,C09,Arsentsumebite,-,-,-,Estrella_01,Tipo 4,-,B,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
690,C09,Hydroxylherderite,-,-,-,Viitaniemi_01,Tipo 4,-,B,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
691,undefined,Lithiophorite,-,-,-,Sausalito_01,Tipo 4,-,---,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
692,C09,Cuprite,-,-,-,Brosso_01,Tipo 1,-,A,14/04/2010,00/00/0000,Donato,Adrio Salvetti,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
693,C09,Laurionite,-,-,Cerussite - phosgenite,lavrion_00,Tipo 4,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
694,C09,Heulandite-K,-,-,"""Ferrierite""",Albero_01,Tipo 1,-,B,14/04/2010,11/04/2010,Scambiato,Sergio Pegoraro,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
695,C09,Bayldonite,-,-,-,Estrella_01,Tipo 4,-,B,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
696,C09,Inesite,-,-,-,Montenero_02,Tipo 4,-,A,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
697,C09,Pyrolusite,-,-,-,Vallerano_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
699,C09,Cosalite,-,-,Bismuthinite - chalcopyrite,Fenice_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
700,C09,Sénarmontite,-,-,-,Montoccoli_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
701,C09,Kapundaite,-,-,-,Tom_01,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
702,C09,Chalcomenite,-,-,-,Baccu_01,Tipo 32h,-,A,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
703,C09,Plattnerite,-,-,-,Zorzone_01,Tipo 1,-,A,14/04/2010,17/09/2023,Scambiato,Andrea Canal,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
704,C010,Burbankite,-,-,-,Poudrette_01,Tipo 32h,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
705,C010,Petersenite-(Ce),-,-,-,Poudrette_01,Tipo 32h,-,A,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
706,C010,Conichalcite,-,-,-,Lavrion_07,Tipo 32h,-,A,14/04/2010,11/04/2010,Scambiato,Bruno Bianchi,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
707,C010,Pyrite,-,-,Hematite,Elba_03,Tipo 1,-,A,14/04/2010,11/04/2010,Scambiato,Luciano Vaccari,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
708,C010,Zunyite,-,-,-,BigBertha_01,Tipo 4,-,B,14/04/2010,11/04/2010,Scambiato,Roberto Allori,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
709,C010,Zircon,colore viola,-,-,San_Vito_01,Tipo 32h,-,A,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
710,C010,Opal,Ialite,-,-,Cuasso_01,Tipo 32h,-,B,14/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
711,undefined,Salammoniac,-,-,-,Viviers_01,Tipo 1,-,AA,15/04/2010,11/04/2010,Scambiato,Marco Poli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
712,C010,Guérinite,-,-,-,Somma_01,Tipo 32h,-,A,15/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
713,C010,Posnjakite,-,-,-,Mercanti_01,Tipo 32h,-,B,15/04/2010,11/04/2010,Scambiato,Sergio Pegoraro,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
714,C010,Arsenopyrite,-,-,-,Niccioleta_01,Tipo 32h,-,B,15/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
715,C010,Mullite,-,-,-,Eifel_04,Tipo 32h,-,B,15/04/2010,11/04/2010,Scambiato,Bruno Bianchi,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
716,C010,Nickelaustinite,-,-,-,Lavrion_01,Tipo 32h,-,A,15/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
717,C010,Antlerite,-,-,Chalcophanite - brochantite?,Serrabottini_01,Tipo 32h,-,A,15/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
718,C010,Chalcoalumite,-,-,-,Biccia_01,Tipo 32h,-,B,15/04/2010,11/04/2010,Scambiato,Marco Marchesini,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
719,C010,Anhydrite,VERIFICARE!!!,-,Sphalerite,Campiano_01,Tipo 32h,-,---,15/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
720,C010,Sarkinite,-,-,-,Gambatesa_01,Tipo 1,-,B,15/04/2010,11/04/2010,Scambiato,Ignazio,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
721,C010,Phosgenite,-,-,-,Menez-Plom_01,Tipo 32h,-,A,15/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
722,C010,Metacinnabar,-,-,-,Levigliani_01,Tipo 32h,-,B,15/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
723,C010,Mottramite,-,-,-,Total_Wreck_01,Tipo 32h,-,A,15/04/2010,11/04/2010,Scambiato,Marco Poli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
724,C010,Boracite,-,-,-,Boulby_01,Tipo 32h,-,A,15/04/2010,11/04/2010,Scambiato,Marco Poli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
725,C010,Scholzite,-,-,-,Hagendorf_01,Tipo 32h,-,A,15/04/2010,11/04/2010,Scambiato,Marco Poli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
726,C010,Bayldonite,-,-,-,Eagle_01,Tipo 32h,-,B,15/04/2010,11/04/2010,Scambiato,Marco Poli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
727,C010,Mullite,-,-,-,Funtanafigu_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
728,C010,Franconite,-,-,-,Francon_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
729,C010,Cordierite,-,-,-,Roccatederighi_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
730,C010,Cuprite,in scoria,-,-,Marsiliana_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
731,C010,Pentlandite,-,-,Chalcopyrite (aciculare),Scolastica_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,Pentlandite analizzata,Not tested,Not tested,Not tested,0
732,C010,Babingtonite,-,-,-,Beni_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
733,C010,Manganite,-,-,-,Fosso_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
734,C010,Bismuthinite,-,-,-,Fossa_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
735,C010,Scolecite,-,-,-,Zebrù_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
736,C010,Tuscanite,-,-,-,Stracciacappe_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
737,C010,Vanadinite,-,-,-,BouAzzer_01,Tipo 32h,-,AA,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
738,C010,Arsenic,-,-,-,Cavnic_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,Sergio Pegoraro,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
739,C010,Rhabdophane-(Ce),-,-,Cristalli bianchi su tetraedrite,Grube_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
740,C010,Realgar,-,-,Arsenic,Baia_Sprie_01,Tipo 32h,-,AA,16/04/2010,11/04/2010,Scambiato,Sergio Pegoraro,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
741,C010,Nontronite,-,-,-,Wolf_Creek_01,Tipo 32h,-,C,16/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
742,C010,Arsenoflorencite-(Ce),-,-,-,Hourt_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
743,C010,Lomonosovite,-,-,-,Kvanefjeld_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
744,C010,Wöhlerite,-,-,-,Skudesundskj?r _01,Tipo 32h,-,C,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
745,C010,Natrojarosite,-,-,-,Elba_04,Tipo 1,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
746,C010,Jamesonite,-,-,-,Noasca_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,Marco Poli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
747,C010,Celadonite,-,-,Nontronite,Wolf_Creek_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
748,C010,Scawtite,-,-,Tobermorite,Zeilberg_01,Tipo 1,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
749,C010,Tobermorite,-,-,Scawtite,Zeilberg_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
750,C010,Saléeite,-,-,-,Arcu_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,Bruno Bianchi,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
751,C010,Coronadite,-,-,-,Lavrion_08,Tipo 1,-,AA,16/04/2010,11/04/2010,Scambiato,Bruno Bianchi,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
752,C010,Tyuyamunite,-,-,Calcite,Dandy_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,Sergio Pegoraro,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
753,C010,Smithsonite,-,-,Calcite,Monteponi_01,Tipo 1,-,A,16/04/2010,11/04/2010,Scambiato,Sergio Pegoraro,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
754,C010,Oxyplumboroméite,-,-,Pseudomorfosi su jamensonite,Trimpello_01,Tipo 4,-,B,16/04/2010,11/04/2010,Scambiato,Marco Barsanti,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
755,C010,Leucophosphite,-,-,-,Tip_Top_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
756,C010,Zanazziite,-,-,-,Ihla_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
757,C010,Ferristrunzite,-,-,-,Groseillers_01,Tipo 32h,-,A,16/04/2010,11/04/2010,Scambiato,Antonio Borrelli,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,1
758,C010,Gaspéite,-,-,-,132_01,Tipo 32h,-,B,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
759,C010,Cornetite,-,-,Malachite,Musonoi_01,Tipo 32h,-,AA,16/04/2010,11/04/2010,Scambiato,-,0,Scandicci,-,-,-,-,Not tested,Not tested,Not tested,0
