codice,posizione,specie,varieta,alias,associazione,cod_loc,dimensionamento,dimensioni,qualita,data_ins,data_acq,mod_acq,acquisito_da,costo,luogo_acq,scambiato_per,note,referenza,descrizione,fluor_lw,fluor_sw,radioattivo,tl
479,C06,Chabazite-Ca,-,-,-,Baveno_01,Tipo 4,-,B,26/01/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
480,C06,Euxenite-(Y),-,-,-,Baveno_01,Tipo 1,-,A,26/01/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
481,undefined,Bavenite,-,-,Hematite,Baveno_01,Micro,-,---,26/01/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
482,C06,Allanite-(Ce),-,-,-,Baveno_01,Tipo 1,-,A,26/01/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
483,undefined,Epidote,-,-,-,Baveno_01,Micro,-,---,26/01/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
484,C06,Aeschynite-(Y),-,-,-,Baveno_01,Tipo 1,-,B,26/01/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
485,C06,Calcite,-,-,Hematite,Cerchiara_01,Tipo 1,-,A,26/01/2010,16/01/2010,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
486,C06,Chalcocite,NON E' DI GAMBATESA,-,Kutnohorite,Gambatesa_01,Micro,-,---,26/01/2010,23/01/2010,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
487,vetrina,Actinolite,-,-,Epidoto,Lanzo_01,Miniature,-,---,29/01/2010,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
488,C06,Chrysocolla,-,-,Quartz,Molinello_01,Tipo 4,-,A,29/01/2010,00/00/0000,Donato,vinVincenzo Miletto,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
489,C06,Malachite,-,-,-,Gambatesa_01,Tipo 1,-,B,29/01/2010,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
490,undefined,Hemimorphite,-,-,-,Sa_Duchessa_01,Tipo 1,-,---,01/02/2010,30/01/2010,Scambiato,-,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
491,C06,Millerite,-,-,-,Verzuno_01,Tipo 4,-,AA,01/02/2010,30/01/2010,Scambiato,-,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
492,C06,Millerite,-,-,-,Verzuno_01,Tipo 1,-,A,01/02/2010,30/01/2010,Scambiato,-,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
493,C07,Laumontite,-,-,-,Crastu_01,Tipo 1,-,A,01/02/2010,30/01/2010,Scambiato,-,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
494,C07,Antlerite,-,-,-,Serrabottini_01,Tipo 1,-,A,01/02/2010,31/01/2010,Scambiato,-,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
495,C07,Stilbite subgroup,-,-,-,Crastu_01,Tipo 1,-,---,01/02/2010,30/01/2010,Scambiato,-,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
496,C07,Spinel,-,-,-,Vico_01,Tipo 32h,-,A,01/02/2010,31/01/2010,Scambiato,-,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
497,C07,Anatase,-,-,-,Brenva_01,Tipo 1,-,A,01/02/2010,30/01/2010,Donato,Silvano Rolando,0,Grugliasco,-,-,-,-,Not tested,Not tested,Not tested,0
498,vetrina,Calcite,Focobonite,-,-,Focobon_01,Tipo 16N,-,---,02/02/2010,01/01/2008,Asta Ebay,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
499,C07,Cavansite,-,-,Stilbite - eulandite,Poonah_01,Tipo 4,-,A,02/02/2010,01/01/2008,Asta Ebay,Luca Esposito,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
500,C07,Wavellite,-,-,-,Avant_01,Tipo 4,-,A,02/02/2010,01/01/2008,Asta Ebay,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
501,C07,Cristobalite,-,-,-,Lipari_01,Tipo 4,-,AA,03/02/2010,01/01/2009,Acquistato,-,5,Novegro - Preziosa,-,-,-,-,Not tested,Not tested,Not tested,0
502,C07,Babingtonite,-,-,Laumontite,Baveno_01,Tipo 1,-,A,03/02/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
503,C07,Laumontite,-,-,Babingtonite,Baveno_01,Tipo 1,-,A,03/02/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
504,C07,Pyrite,-,-,-,Brosso_01,Tipo 1,-,AA,03/02/2010,01/12/2009,Donato,Silvano Rolando,0,-,-,-,-,Dal livello Salvere,Not tested,Not tested,Not tested,0
505,C07,Ferrimolybdite,-,-,-,Machetto_01,Tipo 1,-,B,03/02/2010,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
506,undefined,Hingganite-(Y),-,-,Bavenite - epidote,Baveno_01,Tipo 4,-,A,03/02/2010,01/11/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
507,C07,Rutile,-,-,"""Tormalina""",Signols_01,Tipo 4,-,A,03/02/2010,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
508,C07,Fluorite,-,-,-,Zogno_01,Tipo 1,-,A,03/02/2010,01/01/2008,Asta Ebay,Luca Esposito,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
509,undefined,Copper,-,-,-,Gambatesa_01,Tipo 32h,-,---,11/02/2010,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
510,C07,Euchroite,-,-,-,Lubietova_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
511,C07,Synchysite-(Ce),-,-,-,Cacciano_01,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Bruno Martini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
512,C07,Scheelite,-,-,-,Brosso_01,Tipo 4,-,A,23/02/2010,21/02/2010,Scambiato,Bruno Martini,0,Genova,-,Colore arancione,-,-,Not tested,Azzurra,Not tested,0
513,C07,Svanbergite,-,-,Siderite,Brosso_01,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Bruno Martini,0,Genova,-,-,-,-,Not tested,No ,Not tested,0
514,C07,Benyacarite,-,-,-,Folgosinho_01,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
515,C07,Thorite,-,-,-,Vetralla_02,Tipo 1,-,AA,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
516,C07,Botryogen,-,-,-,Libiola_01,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
517,C07,Aurichalcite,-,-,Cerussite,Zorzone_01,Tipo 32h,-,AA,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,Ribasso Ponente,-,-,Not tested,Not tested,Not tested,0
518,C07,Carminite,-,-,-,Montmins_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
519,C07,Richelsdorfite,-,-,-,Silberberg_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
520,C07,Anatase,-,-,-,Graveglia_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,Marco Becchi,0,Genova,-,-,-,Località Zerli?,Not tested,Not tested,Not tested,0
521,C07,Tridymite,-,-,-,Olmedo_1,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,Marco Becchi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
522,C07,Rhönite,-,-,-,Eifel_03,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
523,C07,Variscite,-,-,Wavellite,Beauvoir_01,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
524,C07,Villiaumite,-,-,Microcline,Aris_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
525,C07,Hydrozincite,FORSE CAMPIONE SBAGLIATO,-,Wulfenite ,Zorzone_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,Ribasso Piazzole,-,-,Not tested,Not tested,Not tested,0
526,C07,Ekanite,-,-,-,Vetralla_03,Tipo 32h,-,B,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
527,C07,Tadzhikite-(Ce),-,-,-,Vetralla_04,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
528,C07,Dufrénite,-,-,-,Montmins_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
529,C07,Aeschynite-(Y),-,-,-,Triolet_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,Marco Becchi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
530,C07,Franzinite,-,-,-,Cavalluccio_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
531,C07,Vicanite-(Ce),-,-,-,Vetralla_02,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
532,C07,Peprossiite-(Ce),-,-,-,Cavalluccio_01,Tipo 1,-,B,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
533,C07,Fluoborite,-,-,-,Albano_01,Tipo 1,-,B,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
534,C07,Enargite,-,-,-,Furtei_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,Marco Becchi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
535,undefined,Enargite,-,-,-,Furtei_01,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Marco Becchi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
536,C07,Perrierite-(Ce),-,-,-,Bassano_01,Tipo 1,-,A,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
537,C07,Loparite-(Ce),-,-,-,Lovozero_01,Tipo 32h,-,B,23/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
538,C07,Vitusite-(Ce),-,-,Lamprophyllite,Koashva_01,Tipo 1,-,B,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
539,C07,Lamprophyllite,-,-,Vitusite-(Ce),Koashva_01,Tipo 1,-,B,23/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
540,C07,Antlerite,-,-,-,Serrabottini_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
541,C07,Manganoneptunite,-,-,-,Aris_01,Tipo 32h,-,A,23/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
542,C07,Lorenzenite,-,-,-,Poudrette_01,Tipo 32h,-,A,24/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
543,C07,Kidwellite,-,-,-,Beauvoir_01,Tipo 32h,-,B,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
544,C07,Rockbridgeite,-,-,Strengite,Proberyl_01,Tipo 32h,-,B,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
545,C07,Vesuvianite,-,-,Diopside,Jeffrey_01,Tipo 32h,-,A,24/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
546,C07,Ancylite-(Ce),-,-,-,Poudrette_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
547,C07,Weloganite,-,-,-,Francon_01,Tipo 32h,-,A,24/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
548,C07,Beyerite,-,-,-,Mesopotamia_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
549,C07,Alloriite,-,-,-,Cavalluccio_01,Tipo 1,-,B,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
550,C07,Ciprianiite,-,-,-,Cavalluccio_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
551,C07,Halotrichite,-,-,-,Manziana_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
552,C07,Anorthite,Bytownite,-,-,Capranica_01,Tipo 4,-,A,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
553,C07,Diopside,-,-,-,Mussa_01,Tipo 1,-,A,24/02/2010,00/00/0000,Donato,Adrio Salvetti,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
554,undefined,Maghemite,-,-,Magnesiohastingsite,Montenero_01,Tipo 1,-,B,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
555,C07,Childrenite,-,-,-,Proberyl_01,Tipo 32h,-,B,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
556,C07,Chalcostibite,-,-,-,Gertraudi_01,Tipo 32h,-,A,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
557,C07,Rhönite,-,-,-,Eifel_02,Tipo 32h,-,B,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
558,C07,Famatinite,-,-,-,Gertraudi_01,Tipo 1,-,B,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
559,C07,Claraite,-,-,Azurite - clinotyrolite,Gertraudi_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
560,C07,Gaidonnayite,-,-,-,Hilaire_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
561,C07,Reddingite,-,-,Hureaulite,Cigana_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
562,C07,Hureaulite,-,-,Reddingite,Cigana_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
563,C07,Astrophyllite,-,-,-,Hilaire_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
564,C07,Korobitsynite,-,-,Sidorenkite,Alluaiv_01,Tipo 1,-,A,24/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
565,C07,Sidorenkite,-,-,-,Alluaiv_01,Tipo 1,-,C,24/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
566,C07,Tyrolite,Clinotyrolite,-,-,Villahermosa_01,Tipo 4,-,A,24/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
567,C07,Meneghinite,-,-,-,Bottino_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Massimo Batoni,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
568,C07,Tiragalloite,-,-,Medaite (TL),Molinello_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Marco Ciuffardi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
569,C08,Medaite,-,-,-,Molinello_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Marco Ciuffardi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
570,C08,Meneghinite,-,-,-,Bottino_01,Tipo 1,-,B,25/02/2010,21/02/2010,Scambiato,Domenico Preite,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
571,C08,Chernovite-(Y),-,-,-,Cervandone_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Franco Vanini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
572,undefined,Stolzite,-,-,-,Bardot_01,Miniature,-,A,25/02/2010,21/02/2010,Scambiato,Franco Vanini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
573,C08,Cafarsite,-,-,-,Cervandone_01,Tipo 1,-,B,25/02/2010,21/02/2010,Scambiato,Franco Vanini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
574,C08,Scainiite,-,-,-,Vena_01,Tipo 4,-,B,25/02/2010,21/02/2010,Scambiato,Massimo Batoni,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
575,C08,Peprossiite-(Ce),-,-,-,Capranica_01,Tipo 4,-,B,25/02/2010,21/02/2010,Scambiato,Massimo Batoni,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
576,C08,Pyroxmangite,-,-,Calcite,Gambatesa_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Marco Ciuffardi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
577,C08,Rosiaite,-,-,-,Tafone_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Massimo Batoni,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
578,C08,Garronite-Ca,-,-,-,Fara_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
579,C08,Vigezzite,-,-,-,Alpe_Rosso_01,Tipo 1,-,B,25/02/2010,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
580,C08,Kasolite,-,-,Vandenbrandeite,Musonoi_01,Tipo 4,-,B,25/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
581,undefined,Catapleiite,-,-,-,Hilaire_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
582,C08,Baddeleyite,-,-,-,Case_Collina_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Massimo Batoni,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
583,C08,Epistilbite,-,-,-,Crevola_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Franco Vanini,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
584,C08,Austinite,-,-,Willemite,Puttapa_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
585,C08,Willemite,-,-,-,Preguica_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
586,vetrina,Mordenite,-,-,Heulandite,Oladri_01,Tipo 1,-,---,25/02/2010,21/02/2010,Scambiato,Marzio Mamberti,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
587,C08,Ajoite,-,-,-,Mesopotamia_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Roberto Allori,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
588,C08,Mordenite,-,-,"""Stilbite"" - ""Heulandite"" - ""Chabazite""",Montresta_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,Marzio Mamberti,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
589,C08,Haüyne,-,-,Sanidine - 'Pyroxene Group',Eifel_01,Tipo 4,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
590,C08,Callaghanite,-,-,-,Ramazzo_01,Tipo 1,-,B,25/02/2010,21/02/2010,Scambiato,Roberto Bracco,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
591,C08,Pyrobelonite,-,-,-,Gambatesa_01,Tipo 1,-,B,25/02/2010,21/02/2010,Scambiato,Roberto Bracco,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
592,C08,Tapiolite-(Fe),-,-,Zirconi raggiati,Graia_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,Franco Vanini,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
593,C08,Chalcophanite,-,-,-,Castello_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
594,C08,Plattnerite,-,-,Hemimorphite,Dossena_01,Tipo 32h,-,A,25/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
595,C08,Clinocervantite,-,-,-,Tafone_01,Tipo 32h,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,1
596,C08,Carbonatecyanotrichite,-,-,Chalcoalumite,Serrabottini_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
597,C08,Tridymite,-,-,Titanite,Eifel_04,Tipo 32h,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
598,C08,Chalcophanite,-,-,-,Serrabottini_01,Tipo 32h,-,A,25/02/2010,21/02/2010,Scambiato,G. Fretti,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
599,C08,Titanite,-,-,Quarzo,Miage_01,Tipo 1,-,AA,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
600,C08,Cabalzarite,-,-,-,Falotta_01,Tipo 1,-,B,25/02/2010,21/02/2010,Scambiato,Massimo Batoni,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,1
601,C08,Reppiaite,-,-,-,Gambatesa_01,Tipo 1,-,B,25/02/2010,21/02/2010,Scambiato,Roberto Bracco,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,1
602,C08,Garronite-Ca,-,-,-,Fara_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,Domenico Preite,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
603,C08,Pseudocotunnite,-,-,-,Fossa_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,Massimo Batoni,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
604,C08,Connellite,-,-,-,Perda_Niedda_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,Marzio Mamberti,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
605,C08,Bermanite,-,-,Phosphosiderite,Boa_Vista_01,Tipo 1,-,B,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
606,C08,Sphalerite,Marmatite,-,-,Cavallaria_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
607,C08,Vesuvianite,-,-,-,Jeffrey_01,Tipo 32h,-,AA,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
608,C08,Cyanotrichite,-,-,-,Azules_01,Tipo 32h,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
609,C08,Herbertsmithite,-,-,-,San_Francisco_Mine_01,Tipo 32h,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
610,C08,Fluor-liddicoatite,-,-,Elbaite,Antandrokomby_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
611,C08,Elbaite,-,-,Liddicoatite,Antandrokomby_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
612,C08,Elpidite,-,-,Sidorenkite,Alluaiv_01,Tipo 1,-,A,25/02/2010,21/02/2010,Scambiato,-,0,Genova,-,Cava Tallachini,-,-,Not tested,Not tested,Not tested,0
613,C08,Thenardite,-,-,-,Wadi_Natrum_01,Tipo 4,-,A,26/02/2010,21/02/2010,Scambiato,Marco Marchesini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
614,C08,Burkeite,-,-,Trona,Wadi_Natrum_01,Tipo 4,-,A,26/02/2010,21/02/2010,Scambiato,Marco Marchesini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
615,C08,Pirssonite,-,-,-,Wadi_Natrum_01,Tipo 4,-,A,26/02/2010,21/02/2010,Scambiato,Marco Marchesini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
616,undefined,Halite,-,-,Trona,Wadi_Natrum_01,Tipo 1,-,---,26/02/2010,21/02/2010,Scambiato,Marco Marchesini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
617,undefined,Trona,-,-,Halite,Wadi_Natrum_01,Tipo 1,-,---,26/02/2010,21/02/2010,Scambiato,Marco Marchesini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
618,C08,Cowlesite,-,-,-,Dunvegan_01,Tipo 4,-,A,26/02/2010,21/02/2010,Scambiato,Marco Marchesini,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
