cod_loc	cava_min	loc_monte	valle 	comune	distr_pref	provincia	regione	dipartimento	stato	nazione	note	cod_mindat
Lanzi_01	Miniera Lanzi (Cava del Piombo; Buca del Piombo), Campiglia Marittima (LI), Toscana									Italia		247676
Lanzo_01			Val di Viù, Valli di Lanzo			Torino	Piemonte			Italia		
Lanzo_02			Valli di Lanzo			Torino	Piemonte			Italia		
Lanzo_03			Val d'Ala - Valli di Lanzo			Torino	Piemonte			Italia		
Laochang_01	Laochang Mine, Gejiu Sn-polymetallic ore field, Gejiu Co., Honghe Autonomous Prefecture, Yunnan Province									Cina		155491
Lapanouse_01		Lapanouse-de-Sévérac (slag locality), Aveyron, Midi-Pyrénées								Francia		57440
Las_Cuevas	Las Cuevas Mine			Almadén	Almadén District	Ciudad Real	Castile-La Mancha			Spagna		133000
Laurieras_01	Lauriéras, Saint-Yrieix-la-Perche, Limoges, Haute-Vienne, Nouvelle-Aquitaine, France											133625
Lausetto_01	Miniera del Lausetto	San Lorenzo		Valdieri		Cuneo	Piemonte			Italia		55985
Lauziere_01	La Lauzière massif, Savoie, Rhône-Alpes, France											52800
Lavaderos_01	Lavaderos Mine, San Felipe Canyon, Aconchi, Aconchi Municipality, Sonora									Mexico		14114
Lavrion_00		Lavrion			Attica					Grecia		
Lavrion_01	Miniera km 3	Distretto di Lavrion			Attica					Grecia		8009
Lavrion_02	Exi (n°6) mine	Agia Varvara Mines (St Barbara Mines),  Sounion Area,  Lavrion District Mines,  Lavrion (Laurion; Laurium) District			Attica					Grecia		10470
Lavrion_03	Miniera Adami n°02	 Plaka Mines,  Plaka,  Lavrion District Mines,  Lavrion (Laurion; Laurium) District			Attica					Grecia		8008
Lavrion_04	Min. Plaka n°80	 Plaka,  Lavrion District Mines,  Lavrion (Laurion; Laurium) District			Attika					Grecia		1935
Lavrion_05	Passa Limani Cove slag locality			Lavrion	Attika					Grecia		8376
Lavrion_06	Kamariza mine	Agios Kostantinos,  Lavrion District Mines,  Lavrion (Laurion; Laurium) District			Attika					Grecia		1932
Lavrion_07	Hilarion area,  Kamariza Mines,  Agios Konstantinos,  Lavrion District Mines					Attika				Grecia		208064
Lavrion_08	Esperanza mine	Lavrion district				Attika				Grecia		10472
Lavrion_09	Christiana Mine,  Kamariza Mines (Kamareza Mines),  Agios Konstantinos [St Constantine] (Kamariza),  Lavrion District Mines,  Lavrion (Laurion; Laurium) District,  Attikí (Attica; Attika) Prefectur									Grecia		1933
Lavrion_10	Thorikos Bay slag locality, Thorikos area, Lavrion District slag localities, Attika Prefecture									Grecia		8375
Lavrion_11	Legrena Cove slag locality, Sounion area, Lavrion District, Attikí Prefecture									Grecia		107987
Lavrion_12	Sounion Mines, Sounion area, Lavrion District Mines, Attikí Prefecture 									Grecia		233207
Lavrion_13	Sounion Mine N.19, Lavrion District, Attikí Prefecture, Greece											10471
Lavrion_14	Barbara Mine, Cato Sounio mines, Sounion, Lavrion mining district, Lavreotiki, East Attica, Attica									Grecia		220616
Laytonville_01	"Laytonville Quarry (""Longvale""; ""Longvale Quarry""), Laytonville, Coastal Range, Mendocino Co."								California	U.S.A.		3502
Lemie_01			Val di Viù - Valli di Lanzo	Lemie		Torino	Piemonte			Italia		186291
Lengenbach_01	Lengenbach Quarry, Im Feld, Binn Valley, Wallis (Valais)									Svizzera		3207
Leogang_01		Schwarzleograben, Hütten, Leogang, Saalfelden			Revier Schwarzleo	Salzburg				Austria		50789
Leonie_01	Leonie I Mine (Leonie Mine; Alte Leonie Mine), Auerbach, Upper Palatinate, Bavaria									Germany		13099
Levane_01		Levane	Valdarno	Bucine		Arezzo	Toscana			Italia		121135
Levigliani_01	Miniera di Levigliani	Alpi Apuane		Stazzema		Lucca	Toscana			Italia		20106
Libiola_01	Miniera di Libiola			Sestri Levante		Genova	Liguria			Italia		2082
Limberg_01		Limberg Quarries, Sasbach, Kaiserstuhl, Baden-Württemberg								Germany		1833
Linka_01	Linka Mine (Garnetite Mine), Spencer Hot Springs Mining District, Lander Co., Nevada									U.S.A.		3897
Linopolis_01	Linópolis, Divino das Laranjeiras, Doce valley								Minas Gerais	Brasile		407
Lipari_01		Isola di Lipari, Isole Eolie		Lipari		Messina	Sicilia			Italia		57433
Llallagua_01	Llallagua, Rafael Bustillo Province (Bustillos Province), Potosí Department									Bolivia		12262
Llallagua_02	Siglo Veinte Mine (Siglo XX Mine; Llallagua Mine; Catavi), Llallagua, Rafael Bustillo Province, Potosí									Bolivia		336
Locana_01			Valle dell'Orco	Locana		Torino	Piemonte			Italia		2083
Loja_01		Loja, Persenbeug, Waldviertel,								Austria		57110
Lolon_01	Lolon Mine (Challacollo Mine), Challacollo, Iquique Province, Tarapacá Region									Chile		55471
Lombadas_01	Ruins of Lombadas syenite xenolith occurrence, Ribeira Grande, S?o Miguel, Azores									Portogallo		
Lone_Pine_01	Lone Pine Mine, Lone Pine Hill area, Wilcox District, Catron Co., New Mexico									U.S.A.		3966
Lord_Brassey_01	Lord Brassey Mine, Heazlewood district								Tasmania	Australia		5885
Lovozero_01		Alluaiv Mt,  Lovozero Massif,  Kola Peninsula,  Murmanskaja Oblast'					Northern Region			Russia		2692
Lubietova_01	 ?ubietová (Libetbánya; Libethen) ore belt	 Western Slovenské Rudohorie Mts	Svätodu?ná Valley		Banska Bystrika					Slovacchia		192693
Luc_Yen_01	Luc Yen, Yenbai Province									Vietnam		6947
Lucendro_01	Lucendro Valley, Central St Gotthard Massif, Leventina, Ticino, Switzerland											155815
Lucine_01		Sasso delle Lucine		Castelluccio di Moscheda, Montese		Modena	Emilia Romagna			Italia		51912
Lueshe_01	Lueshe Mine, Bwito, Rutshuru Territory, North Kivu									DR Congo		4317
Luis_Lopez_01	Luis Lopez Manganese District, Socorro County, New Mexico									U.S.A.		27188
Luna_01	Pegmatite Luna			Dorio		Lecco	Lombardia			Italia		235076
Lüneburger_01	"Lüneburger Kalkberg, Lüneburg, Lower Saxony, Germany
"											1836
Luserna_01	Cava Barmatai Noughet		Val Pellice	Rorà		Torino	Piemonte			Italia		157231
Luserna_02	Cava Seccarezze		Val Pellice	Rorà		Torino	Piemonte			Italia		157231
Luserna_03	Cava Bonetto del Prete		Val Pellice	Rorà		Torino	Piemonte			Italia		157231
Luserna_04	Cava Prà del Torno			Rorà		Torino	Piemonte			Italia		
Lys_01		Colle del Lys	Val di Susa - Valle di Lanzo			Torino	Piemonte			Italia		
Machacamarca_01	Machacamarca Mine, Machacamarca subdistrict, Machacamarca mining district (Colavi mining district), Cornelio Saavedra Province, Potosí									Bolivia		338
Machetto_01	Miniera di Alpe Machetto	Cascine Machetto	Valle del Cervo	Quittengo		Biella	Piemonte			Italia		48263
Mackenheim_01	Anphibolite quarry			Mackenheim	  Wald-Michelbach,  Odenwald,  Hesse					Germany		32029
Maddalena_01		Maddalena		Prazzo		Cuneo	Piemonte			Italia		399667
Madeira_01		Madeira Island, Madeira								Portogallo		123157
Madielle_01	Cava Madielle	Alpi Apuane		Massa 		Massa-Carrara	Toscana			Italia		29399
Maffei_01	Maffei Mine (Nitzelbuch Mine), Nitzlbuch (Nitzelbuch), Auerbach, Upper Palatinate, Bavaria									Germany		14974
Magallanes_01	Magallanes mine, Magallanes district, Estación Cerro Negro, Cerro Palestina, Antofagasta Province, Antofagasta									Chile		205721
Magana_01	Roadcut, Magaña, Soria, Castile and Leon, Spain											203906
Magheramorne_01	Magheramorne Quarry, Larne, Co. Antrim, Northern Ireland									United Kingdom		2450
Maischacht_01	Maischacht Mine, Kielberg, Klingenthal, Vogtland, Saxony, 									Germany		107350
Male_Zelezne_01	Malé ?elezné, Partizánska Lup?a, Liptovsk? Mikulá? Co., ?ilina Region									Slovacchia		105661
Malenco_1			Val Malenco, Valtellina			Sondrio	Lombardia			Italia		2086
Malfidano_01	Miniera Malfidano			Buggerru-Guspini		Carbonia-Iglesias	Sardegna			Italia		55830
Mallestiger_01		Mallestiger Mittagskogel Mt.,  Finkenstein,  Karawanken Mts,  Carinthia								Austria		5607
Malosa_01		Mt Malosa			Zomba					Malawi		2276
Malpais_01	Malpais Hill (Malpais Hill south cut), Dudleyville, Pinal Co., Arizona									U.S.A.		3379
Mammoth_01	Mammoth-Saint Anthony Mine (Mammoth-St Anthony Mine; Mammoth Mine; St. Anthony Mine), St. Anthony deposit, Tiger, Mammoth District, Pinal Co., Arizona									U.S.A.		3380
Manciano_01				Manciano		Grosseto	Toscana			Italia		57863
Mangualde_01		Mangualde,  Viseu District								Portogallo		2589
Maniglia_01		Monte Maniglia	Val Varaita	Bellino		Cuneo	Piemonte			Italia		188423
Manubiola_01	Rio Manubiola		Val Manubiola	Berceto		Parma	Emilia Romagna			Italia		55990
Manziana_01	Solfatara di Manziana	Lago di Bracciano		Manziana		Roma	Lazio			Italia		30016
Maoniuping_01	Maoniuping Mine, Mianning Co., Liangshan Autonomous Prefecture, Sichuan Province									Cina		73232
Maramures_01	Maramure? Co.									Romania		14253
Margarita_01	Margarita Mine, Caracoles, Sierra Gorda District, Antofagasta Province, Antofagasta Region									Chile		54261
Margone_01		Margone	Valli di Lanzo, val di Viù	Usseglio		Torino	Piemonte			Italia		64137
Maria_01		Santa Maria del Taro	Val Taro	Tornolo		Parma	Emilia Romagna			Italia		
Maria_Josela_01	María Josefa Mine, Rodalquilar, Níjar, Almería, Andalusia									Spagna		126115
Maria_Luisa_01		Rifugio Maria Luisa	Val Formazza	Formazza		Verbano-Cusio-Ossola	Piemonte			Italia		203771
Mariposa_01	Mariposa Mine (California Mountain Mine), Terlingua District, Brewster Co.								Texas	U.S.A.		4128
Mark_01	Mark Mine, Essershausen, Weilburg, Wetzlar, Hesse, Germany											108315
Marrargiu_01		Capo Marrargiu		Bosa		Oristano	Sardegna			Italia		21997
Marsikov_01	D6e pegmatite, Mar?íkov (Marchendorf), Velké Losiny, ?umperk District, Olomouc Region									Repubblica Ceca		404559
Marsiliana_01	La Marsiliana			Massa Marittima		Grosseto	Toscana			Italia		
Mas_Dieu_01		Mas Dieu, Mercoirol, Laval-Pradel, Gard								Francia		32208
Mas_Sever_01	Mas Sever Quarry, Massabè, Sils, La Selva, Girona, Catalonia									Spagna		54994
Masaloni_01	Miniera di Masaloni			San Vito		Cagliari	Sardegna			Italia		19906
Masullas_01				Masullas		Oristano	Sardegna			Italia		235672
Mattarana_01		Mattarana		Carrodano		La Spezia	Liguria			Italia		61836
McDermitt_01	McDermitt Mine (Cordero Mine; Old Cordero Mine), Opalite District, Humboldt Co.								Nevada	U.S.A.		4206
Meitre_01		Cava di Meitre	Val di Susa	Bussoleno		Torino	Piemonte			Italia		133120
Menez-Plom_01	Miniera Menez-Plom	Carnoët,  Callac,  Côtes-d'Armor						Bretagne		Francia		190113
Mercanti_01			Val dei Mercanti	Torrebelvicino		Vicenza	Veneto			Italia		133768
Mesopotamia_01	Mesopotamia 504		Copper valley	Khorixas	Damaraland		Kunene			Namibia		126216
Messel_01	Messel Mine, Messel, Darmstadt, Hesse									Germany		17579
Miage_01		Ghiacciaio del Miage, Massiccio del Monte Bianco	Val Veny	Courmayeur		Aosta	Valle d'Aosta			Italia		7683
Mibladen_01	Mibladen, Aït Oufella Caïdat, Midelt Cercle, Midelt Province, Drâa-Tafilalet Region									Marocco		404208
Miez_01		Piz Miez	Val Medel					Grigioni		Svizzera		126055
Miguel_Vacas_01	Miguel Vacas Mine, Pardais, Vila Viçosa, Évora District									Portogallo		2584
Mina_Sol_01	Sol Mine, Cerro de los Guardias, Rodalquilar, Níjar, Almería, Andalusia									Spagna		205033
Mindingi_01	Mindingi Mine, Swambo, Katanga Copper Crescent, Katanga (Shaba)									Democratic Republic of Congo 		4336
Mirosov_01		Miro?ov, ??ár nad Sázavou District, Vyso?ina Region								Repubblica Ceca		46794
Moculta_01	Moculta Phosphate Quarry (Klemm's Quarry), Angaston, Barossa Valley, North Mt Lofty Ranges, Mt Lofty Ranges, South Australia									Australia		150
Molerats_01	Mine des Molérats, Saint-Prix, Saint-Léger-sous-Beuvray , Beuvray, Saône-et-Loire, Bourgogne									Francia		1739
Molinello_01	Miniera di Molinello		Val Graveglia	Ne		Genova	Liguria			Italia		2089
Mondei_01		I Mondei (Ca' Mondei)	Valle Antrona, Val d'Ossola	Montescheno		Verbano-Cusio-Ossola	Piemonte			Italia		13705
Mont-Roc_01	Mont-Roc Mine, Villefranche d'Albigeois, Tarn, Midi-Pyrénées									Francia		12812
Montaldo_01	Min. di Montaldo	Frazze/Rocconi, borgata Oberti	Val Corsaglia	Montaldo di Mondovì		Cuneo	Piemonte			Italia		5767
Montanini_01	Cava di Case Montanini	Sant'Andrea Bagni		Medesano		Parma	Emilia Romagna			Italia		57894
Montcada_01	Montcada hill quarry	Montcada i Reixac	Vallès Occidental			Barcelona	Catalonia			Spagna		55716
Monte_Alpe_01		Monte Alpe		Maissana		La Spezia	Liguria			Italia		63309
Monte_Colma_01		Mt. Colma		Taggia		Imperia	Liguria			Italia		54793
Monte_Fronte_01	Monte Fronte (Compet), Levico Terme (TN), Trentino-Alto Adige									Italia		126067
Montebras_01		Montebras-en-Soumans, Boussac, Creuse						 Limousin		Francia		191237
Montecchio_01				Montecchio Maggiore		Vicenza	Veneto			Italia		223277
Montenero_01		Cava di Montenero		Onano		Viterbo	Lazio			Italia		7833
Montenero_02	Miniera di Monte Nero			Rocchetta Vara		La Spezia	Liguria			Italia		54891
Monteponi_01	Miniera Monteponi			Iglesias		Carbonia-Iglesias	Sardegna			Italia		2135
Montevecchio_01	Miniera di Montevecchio		Guspini			Sud Sardegna	Sardegna			Italia		13706
Montgomery_01	Montgomery County Quarry, Mauldin Mountain Quarries, Mauldin Mt., Montgomery Co.								Arkansas	U.S.A.		16503
Montioni_01		Montioni		Suvereto		Livorno	Toscana			Italia		54320
Montmins_01	Mine des Montmins (Filon Ste Barbe)	Échassières, Ébreuil, Allier						Auvergne		Francia		1669
Montoccoli_01		Montoccoli, Torrente Zanca		Massa Marittima		Grosseto	Toscana			Italia		
Montorsi_01	Miniera di Montorsi	Botro ai Marmi		Campiglia Marittima		Livorno	Toscana			Italia		189670
Montoso_01	Cava Casette	Ortieul	Valle Infernotto	Bagnolo Piemonte		Cuneo	Piemonte			Italia		
Montoso_02	Cava Rocche Grana		Valle Infernotto	Bagnolo Piemonte		Cuneo	Piemonte			Italia		
Montoso_03	"Cava Ortiolo (""Manavella"")"	Ortieul	Valle Infernotto	Bagnolo Piemonte		Cuneo	Piemonte			Italia		
Montresta_01				Montresta		Oristano	Sardegna			Italia		21999
Monument_01	Monument No. 1 Mine, Monument No. 1 channel, Mystery Valley, Monument Valley, Navajo Indian Reservation, Navajo Co.								Arizona	U.S.A.		3364
Monzoni_01		Monti Monzoni	Val di Fassa			Trento	Trentino - Alto Adige			Italia		5554
Moon_Anchor_01	Moon Anchor Mine (Aggravation Mine; East Vulture Mining Co. Mine), Hummingbird Spring, Osborn District, Big Horn Mts, Maricopa Co., Arizona									U.S.A.		6082
Morfasso_01	Cava di Morfasso			Morfasso		Piacenza	Emilia Romagna			Italia		
Motta_01		Fiume Tanaro	Val Tanaro	Motta		Asti	Piemonte			Italia		
Mount_Cobalt_01	Mount Cobalt Mine, Selwyn District, Mount Isa - Cloncurry area, Queensland									Australia		138
Mount_Kourou_01	Mount Kourou Diakouma (Kouroudiako), Saraya, Faleme River basin, Tambacounda Region									Senegal		23098
Munsterbusch_01	Münsterbusch zinc smelter (slag locality), Stolberg, Aachen, North Rhine-Westphalia									Germany		13195
Murdock_01	Murdock Mine, Spring Creek area, Last Chance District, Nevada Co.								California	U.S.A.		25468
Musonoi_01	Musonoi Mine	 Katanga Copper Crescent		 Kolwezi			 Katanga (Shaba)			Zaire		4322
Mussa_01		Pian della Mussa	Val d'Ala - Valli di Lanzo	Balme		Torino	Piemonte			Italia		20461
Musso_01		Musso		Menaggio		Como	Lombardia			Italia		215418
Mutnovsky_01		Mutnovsky volcano,  Kamchatka Oblast',  Far-Eastern Region								Russia		25259
N'Chwaning_01		N'Chwaning Mines,  Kuruman,  Kalahari manganese fields,  Northern Cape Province								RSA		55925
Namib_Lead_01	Namib Lead Mine (Deblin Mine)	Spitzkopje Area, Karibib District, Erongo Region								Namibia		64282
Namibia_01										Namibia		
Narba_01		Monte Narba, Sarrabus		San Vito		Cagliari	Sardegna			Italia		19905
Navidad_01	Navidad Mine, Abasolo, Rodeo, Mun. de Rodeo, Durango									Messico		5541
Nazarena_01	Nazarena Mine, Almuradiel, Ciudad Real, Castile-La Mancha									Spagna		109346
Nent_01	Nent Valley, Alston Moor District, North Pennines, North and Western Region (Cumberland), Cumbria, England									United Kingdom		31462
Neufinkenstein_01	Neufinkenstein-Grabanz District, Mallestiger Mittagskogel, Finkenstein, Karawanken, Carinthia									Austria		5606
Neves_01		Lago di Neves	Val Selva dei Molini, Valle Aurina	Lappago		Bolzano	Trentino - Alto Adige			Italia		57439
Neviano_01		Ca' del Monte		Neviano degli Arduini		Parma	Emilia Romagna			Italia		185709
Nibbio_01	Miniera di Nibbio			Mergozzo		Verbano-Cusio-Ossola	Piemonte			Italia		187814
Niccioleta_01	Miniera di Niccioleta			Massa Marittima		Grosseto	Toscana			Italia		2159
Niccolo_01		Rio san Niccolò				Savona	Liguria			Italia		
Niork_01	N'orkpakhk Mt, Khibiny Massif, Murmansk Oblast									Russia		17153
Niveligsberg_01		Niveligsberg Mt., Drees, Kelberg, Eifel Mts, Rhineland-Palatinate								Germany		36128
Noasca_01			Valle dell'Orco	Noasca		Torino	Piemonte			Italia		188070
Nomaglio_01				Nomaglio		Torino	Piemonte			Italia		
Norra_Karr_01	Norra Kärr, Gränna, Jönköping, Jönköping County									Svezia		3172
Novaggio_01		Novaggio, Malcantone, Ticino (Tessin)								Svizzera		13709
Novazza_01	Miniera di Novazza		Valgoglio, Val Goglio, Val Seriana			Bergamo	Lombardia			Italia		29926
Novella_01	Cava Novella	Pollena - Trocchia area, Monte Somma, Complesso vulcanico Somma-Vesuvio				Napoli	Campania			Italia		123062
Nulvi_01		Nulvi		Anglona		Sassari	Sardegna			Italia		230925
Nuxis_01	Miniera di Monte Tamara			Nuxis		Carbonia-Iglesias	Sardegna			Italia		56421
Obecnice_01	Obecnice, P?íbram, Central Bohemia Region, Bohemia									Repubblica Ceca		156788
Oberschrammach_01		Oberschrammach glacier,  Schrammacher Mt.,  Zamser Grund (Zams valley),  Ziller valley,  North Tyrol,  Tyrol								Austria		158088
Ochsenhutte_01	Ochsenhütte (slag locality), Grane Reservoir, Goslar, Harz, Lower Saxony									Germany		6027
Ojuela_01	Mina Ojuela			Mapimí	Mun. de Mapimí			Durango		Mexico		2318
Oka_01		Oka complex, Oka, Deux-Montagnes RCM, Laurentides, Québec								Canada		604
Oladri_01	Cave del Monte Oladri			Monastir		Cagliari	Sardegna			Italia		22008
Olmedo_1	Deposito di Bauxite			Olmedo		Sassari	Sardegna			Italia		203656
Omaue_01	Omaue Mine	 Kaokoveld Plateau					Kunene			Namibia		5421
Oneglie_01	Miniera di Oneglie			Sagliano Micca		Biella	Piemonte			Italia		341843
Ontario_01		Cobalt area, Cobalt-Gowganda region, Timiskaming District, Ontario								Canada		535
Orciatico_01		Orciatico		Lajatico		Pisa	Toscana			Italia		
Oremo_01		Rio del Oremo, Chiavolino		Pollone		Biella	Piemonte			Italia		73121
Orno_01	Miniera di Monte Orno		Valsugana	Vignola-Falesina		Trento	Trentino - Alto Adige			Italia		123159
Orroli_01				Orroli		Nuoro	Sardegna			Italia		22018
Osilo_01				Osilo		Sassari	Sardegna			Italia		22001
Ottrè_01		Ottré, Vielsalm, Stavelot Massif, Luxembourg Province								Belgio		279
Oumlil_01	Oumlil, Agdz Cercle, Zagora Province, Drâa-Tafilalet Region									Marocco		275291
Paglio_01	Paglio-Pignolino		Val Brembana	Dossena		Bergamo	Lombardia			Italia		74796
Palagonia_01				Palagonia		Catania	Sicilia			Italia		
Palermo_01	Palermo No. 1 Mine (Palermo #1 pegmatite), Groton, Grafton Co.								New Hampshire	U.S.A.		3942
Pampet_01		Pampet				Trento	Trentino - Alto Adige			Italia		
Pantelleria_01		Isola di Pantelleria				Trapani	Sicilia			Italia		2098
Paramount_01		Paramount Canyon,  Sierra Co.							New Mexico	U.S.A.		33338
Paratoo_01	Paratoo copper mine, Yunta, Olary Province, South Australia									Australia		6989
Pargas_01	Limberg quarry, Pargas (Parainen), Turku-Pori, Länsi-Suomen Lääni									Finland		1660
Paris_01		Case Parigi (Case Paris), Massiccio Dora-Maira	Valle Po	Martiniana Po		Cuneo	Piemonte			Italia		53917
Partomchorr_01		Partomchorr Mt., Khibiny Massif, Kola Peninsula, Murmanskaja Oblast', Northern Region, Russia										22280
Paschiet_01		Colle del Paschiet	Valle di Viù, Valli di Lanzo	Lemie		Torino	Piemonte			Italia		70004
Passiria_01		Monte dei Granati (Granatenkogel), Seebertal, Moss in Passiria	Val Passiria			Bolzano	Trentino - Alto Adige			Italia		4627
Pastina_01	Cava Pastina			Santa Luce		Pisa	Toscana			Italia		159448
Pastori_01	"Miniera dei Pastori
"	Località Pastori		Murialdo		Savona	Liguria			Italia		54842
Pastrana_01	Calicata Dolores			Pastrana	Mazarrón-Águilas		Murcia			Spagna		15649
Pencil_01		Pencil Bluff							Arkansas	U.S.A.		
Perda_Niedda_01	Miniera di Perda Niedda			Domusnovas		Carbonia-Iglesias	Sardegna			Italia		55998
Perda_Pibera_01	Miniera Perda de Pibera 			Gonnosfanadiga		Sud Sardegna	Sardegna			Italia		131100
Pereta_01	Miniera di Pereta	Pereta		Scansano		Grosseto	Toscana			Italia		2142
Perrier_01		La Perrière Mt,  La Lauzière massif					 Rhône-Alpes	Savoie		Francia		52833
Pessola_01		Torrente Foplà, Pessola	Val Pessola	Varsi		Parma	Emilia Romagna			Italia		
Petersberg_01	Petersberg Quarry, Petersberg, Halle, Saxony-Anhalt									Germany		21711
Petrignano_01		Castellaccio di Petrignano	Lago di Vico	Vetralla		Viterbo	Lazio			Italia		69585
Pezinok_01	Pezinok, Pezinok District, Bratislava Region									Slovacchia		359762
Piagnolo_01		Piagnolo	Val Tassobbio	Vetto		Reffio Emilia	Emilia Romagna			Italia		72748
Pianasca_01	Cava Pianasca			Villadossola		Verbano-Cusio-Ossola	Piemonte			Italia		13703
Piasco_01	Cava di serpentinite di Piasco			Piasco		Cuneo	Piemonte			Italia		190266
Piaui_01	Piauí valley, Taquaral, Itinga, Jequitinhonha valley, Minas Gerais									Brasile		146010
Pierda_01	Miniera Pierda Niedda			Domusnovas		Sud Sardegna	Sardegna			Italia		55998
Pietraporzio_01			Valle Stura	Pietraporzio		Cuneo	Piemonte			Italia		279921
Pietre_nere_01	Punta delle Pietre Nere, Promontorio del Gargano			Lesina		Foggia	Puglia			Italia		31060
Pietta_01		Pietta		Tizzano Val Parma		Parma	Emilia Romagna			Italia		
Pigmay_01	Firefly-Pigmay Mine, La Sal Quadrangle, San Juan Co.								Utah	U.S.A.		18741
Piona_01	Olgiasca- Malpensata (Piona)			Colico		Lecco	Lombardia			Italia		25826
Pira_01	Cantiere di Pira Inferida, Miniera di Fenugu Sibiri			Gonnosfanadiga		Medio Campidano	Sardegna			Italia		25978
Pitigliano_01				Pitigliano		Grosseto	Toscana			Italia		8306
Pizzo_Marcio_01		Pizzo Marcio	Val Vigezzo, Val d'Ossola			Verbano-Cusio-Ossola	Piemonte			Italia		25849
Plan_01	Plan-du-Lac, St Christophe-en-Oisans, Bourg d'Oisans, Isère, Rhône-Alpes, France											43348
Plantorin_01	Plantorin Mine (L'Omen Roso Mine), Ayer, Anniviers, Sierre, Valais									Svizzera		122693
Poços de Caldas_01	Poços de Caldas plateau, Minas Gerais									Brasile		224761
Podere_Montevecchio_01		Podere Montevecchio		Gerfalco		Grosseto	Toscana			Italia		
Podlipa_01	Podlipa and Reinera Mines	?ubietová (Libetbánya; Libethen) ore belt,  Western Slovenské Rudohorie Mts					Banská Bystrica Region			Slovacchia		3054
Poggio_Peloso_01		Poggio Peloso		Civitella Paganico		Grosseto	Toscana			Italia		2158
Pohla_01	Pöhla, Schwarzenberg District, Erzgebirge, Saxony									Germany		32452
Pollena_01		Complesso Monte Somma - Vesuvio		Pollena-Trocchia		Napoli	Campania			Italia		132201
Pollone_01	Miniera del Pollone	Valdicastello Carducci, Alpi Apuane		Pietrasanta		Lucca	Toscana			Italia		6843
Polti_01	Cava Polti		Val Calanca	Arvigo						Svizzera		
Pompeano_01		Pompeano		Serramazzoni		Modena	Emilia Romagna			Italia		
Ponte do Piauí_01	Ponte do Piauí claim, Piauí valley, Taquaral, Itinga, Jequitinhonha valley, Minas Gerais									Brasile		18406
Poonah_01					Poonah (Pune)				Maharashtra	India		2002
Poonah_02		Whagoli			Poonah (Pune)				Maharashtra	India		56889
Pornassino_01		Pornassino		Ormea		Cuneo	Piemonte			Italia		195619
Portoscuso_01		S.P.118		Portoscuso		Sud Sardegna	Sardegna			Italia		263655
Poruba_01		Poruba pod Vihorlatom, Michalovce Co., Ko?ice Region								Slovacchia		123512
Poudrette_01	Poudrette quarry	Mount Saint-Hilaire		Rouville Co., Montéregié					Québec	Canada		599
Poullaouen_01		La Fonderie (slag locality),  Poullaouen,  Finistère,  Brittany								Francia		43074
Pozzuoli_01	Solfatara di Pozzuoli	Campi Flegrei		Pozzuoli		Napoli	Campania			Italia		2093
Prabornaz_01	Miniera di Prabornaz			Saint Marcel		Aosta	Valle d'Aosta			Italia		4543
Prameri_01	Miniera Prameri			Gonnosfanadiga		Sud Sardegna	Sardegna			Italia		264256
Pratolugo_01		Pratolugo (Pratolungo), Massiccio Dora Maira	Val Isasca, Val Varaita	Venasca		Cuneo	Piemonte			Italia		189979
Precaucion_01	Mina Precaucion	El Estrecho de San Ginés,  Cartagena,  Sierra de Cartagena					Murcia			Spagna		65192
Preguica_01	Mina da Preguiça	Sobral da Adiça		Moura	Beja District					Portogallo		46346
Proberyl_01	Proberil claim	 Laranjeiras,  Galiléia	Doce valley				Southeast region		Minas Gerais	Brasile		203546
Prullans_01	Prullans, La Cerdanya, Lleida (Lerida), Catalonia									Spagna		145866
Pu_01	Miniera di Monte Pu			Castiglione Chiavarese		La Spezia	Liguria			Italia		63033
Pucher_shaft_01	Pucher Shaft, Wolfgang Maaßen Mine field, Schneeberg District, Erzgebirge, Saxony									Germany		1900
Puech_01	Puech de Leguo quarry, La Capelle-Bleys, Aveyron, Midi-Pyrénées									Francia		227035
Pumice_01	Pumice quarry, Ribeira Grande, S?o Miguel, Azores									Portogallo		
Puttapa_01	Beltana Mine (E.Z. Mine; Beltana deposit; Beltana-Aroona deposit; Puttapa mine),  Puttapa,  North Flinders Ranges,  Flinders Ranges						South Australia			Australia		19174
Puy_Tunisset_01	Puy de Tunisset, Saint-Ours-les-Roches, Pontgibaud, Puy-de-Dôme, Auvergne									Francia		43977
Qalat_01	Qalat Payeen, Bandar Abbas County, Hormozgan Province									Iran		309384
Quetena_01	Quetena Mine, Toki Cu deposit, Chuquicamata District, Calama, El Loa Province, Antofagasta Region									Chile		6438
Quintela_01	Quintela de Azurara,  Mangualde,  Viseu District									Portogallo		
Quirivilca_01	Quiruvilca Mine (La Libertad Mine; ASARCO Mine), Quiruvilca District, Santiago de Chuco Province, La Libertad									Perù		2558
Quittengo_01		Reg. Le Forche	Valle Cervo	Quittengo		Biella	Piemonte			Italia		105690
Rabejac_01	Rabejac, Lodève, Hérault, Languedoc-Roussillon, France											1715
Ragno_01		Pizzo Ragno (parete nord), Alpe Campra	Valle Antoliva, Val Vigezzo, Val d'Ossola	Druogno		Verbano-Cusio-Ossola	Piemonte			Italia		
Rama_01	Miniera Bric Rama			Sassello		Savona	Liguria			Italia		194287
